,x1,x2,y
0,1.204442292254319,3.5761141481288448,0.0
1,0.15870990398255372,-1.4821709003683443,0.0
2,0.09524719604502052,-1.2799553276531797,0.0
3,0.3491784746396591,-2.064379974990181,0.0
4,0.6941503784609095,2.8891087790998613,0.0
5,1.6206503790381424,-4.035124003739587,0.0
6,1.5385622498851343,3.242555178757121,0.0
7,0.03630856406497362,-0.8539528551255181,0.0
8,0.4745911086621599,2.477938198083137,0.0
9,0.16569582775413008,1.8111721624523829,0.0
10,1.6644624883674752,3.4527004226520135,0.0
11,0.8402857203773455,-3.440176377396835,0.0
12,0.2616951627197809,2.1054964720237748,0.0
13,0.23161489612332622,1.813805014626099,0.0
14,1.580130195201237,3.302671143882371,0.0
15,0.006355099499450956,0.418131769061616,0.0
16,0.6806104186276647,3.0963643364659914,0.0
17,0.12140043200356172,1.3309600357491511,0.0
18,1.1328126135216499,3.787088329557686,0.0
19,1.6150589236459794,3.671130053900773,0.0
20,0.16645444138926196,1.7761404817103574,0.0
21,1.7243824144890312,2.7615202339489224,0.0
22,1.8866724578400795,3.25544107561463,0.0
23,1.7232722734790733,3.468591743241647,0.0
24,1.5466133164912585,2.4864417726623755,0.0
25,0.9845903999876969,3.7737713026980457,0.0
26,1.4531334497939197,3.606099737644066,0.0
27,0.7490433880334226,3.1125403205178834,0.0
28,1.4504834139835028,3.5751905870215896,0.0
29,1.6428786464081047,2.6161025322766687,0.0
30,1.2814148747737326,3.716583817904647,0.0
31,1.5957410420418285,3.7050884225451495,0.0
32,1.4629829375733518,3.8369268781309893,0.0
33,1.4662904807284292,4.037643470481511,0.0
34,1.5434896096890527,3.6627800365684187,0.0
35,1.5701341642980686,2.5828665258679906,0.0
36,1.2299540375975924,3.466442126765714,0.0
37,1.3114234541160659,1.8100958587717755,0.0
38,-1.9936455277844884,-1.493851166257007,0.0
39,0.39456475209174857,0.4152453540299578,0.0
40,1.5171544921836964,2.2719592914417857,0.0
41,1.6916913903611779,3.369550632086409,0.0
42,1.7418668550850522,3.120918739485875,0.0
43,-2.9137338164107933,-1.8192010035253905,0.0
44,0.7521508977168876,0.8929654419186176,0.0
45,1.6853730305183936,2.582959441942615,0.0
